td_browser,td_color,td_ip,td_version,td_client_id,td_os_version,td_browser_version,td_viewport,td_charset,td_os,td_screen,td_language,td_global_id,td_platform,td_user_agent,td_fingerprint_id,td_title,td_description,td_url,td_host,td_path,td_referrer,time
Chrome,24-bit,38.99.25.193,1.3.0,148a9dbf-314b-44e9-8114-f77eab50a22d,10.12.0,61.0.3163,1560x890,utf-8,Mac OS X,1920x1080,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,https://googlead.doubleclick.net,1535316907
Chrome,24-bit,69.181.34.179,1.3.0,fd1d0256-e89e-4001-9047-48b2d3362dab,10.12.2,59.0.3071,1544x838,utf-8,Mac OS X,2560x1440,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Switch Games - Nintendo Game Store,"Browse and buy digital games on the Nintendo game store, and automatically 
download them to your Nintendo Switch console.",https://www.nintendo.com/games/switch,Switch Games - Nintendo Game Store,Switch Games - Nintendo Game Store,(direct),1535315457
Chrome,24-bit,31.221.54.50,1.7.2,976b3d90-8602-468d-a0fb-4201cab8c91c,,60.0.3112,2100x1180,utf-8,Windows 7,1680x1050,en-us,de0f2df0-86d8-4ad0-8072-a067ed438a86,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/order-confirmation/,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.twitter.com,1531159475
Chrome,24-bit,38.140.133.130,1.7.2,a78eb3a5-4b5a-453a-bcdb-3f00ce2672f4,10.10.5,60.0.3112,1352x670,utf-8,Mac OS X,1920x1080,en-us,1e7da5dc-6514-4c5d-93e3-6a6251d7a34d,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,King K. Rool amiibo Figure by Nintendo - Super Smash Bros. Series,Stay tuned for news about this amiibo figure's features�coming soon!,https://www.nintendo.com/amiibo/detail/king-k-rool-amiibo-super-smash-bros-series,King K. Rool amiibo Figure by Nintendo - Super Smash Bros. Series,King K. Rool amiibo Figure by Nintendo - Super Smash Bros. Series,(direct),1531159999
Chrome,24-bit,67.53.196.2,1.7.2,ba8f61e0-08a4-4ddf-bda4-c227ab3d7f95,10.11.6,59.0.3071,1277x692,utf-8,Mac OS X,1280x800,en-us,bf530eff-0974-45b9-b55a-bb2075509a96,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,New Game Releases - Nintendo Game Store,"Take a look at upcoming video game releases for the Nintendo Switch, 
Nintendo 3DS, and Virtual Console.",https://www.nintendo.com/games/coming-soon/,New Game Releases - Nintendo Game Store,New Game Releases - Nintendo Game Store,(none),1531159766
Chrome,24-bit,221.116.10.194,1.3.0,95215a30-ff04-411f-8063-dd1fb7dc4c24,10.11.4,60.0.3112,1600x843,utf-8,Mac OS X,1440x900,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,amiibo by Nintendo - amiibo for Wii U and New Nintendo 3DS XL,"Have fun with your favorite Nintendo characters with amiibo�. Just tap 
amiibo accessories to the Nintendo Switch (no portal required!) and watch 
them come to life.",https://www.nintendo.com/amiibo/,amiibo by Nintendo - amiibo for Wii U and New Nintendo 3DS XL,amiibo by Nintendo - amiibo for Wii U and New Nintendo 3DS XL,(direct),1531160098
Chrome,24-bit,106.187.251.146,1.7.2,069fdd90-4d04-4880-b68b-bb42d8b6ce94,,60.0.3112,1920x974,utf-8,Windows 7,1920x1080,ja,afaecfd6-1ef0-4c5a-9e50-6b2ea7ed58e1,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/consumer/retail/retail_retailers.jsp,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://googlead.doubleclick.net,1531160540
Chrome,24-bit,153.142.210.4,1.3.0,2fca8ad8-0429-4d8f-86d4-b85b7d204e21,,60.0.3112,1920x950,utf-8,Windows,1920x1080,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,(direct),1531161352
Chrome,24-bit,122.212.152.106,1.3.0,6d604396-35ab-4a2e-9216-12da3035f48e,10.11.6,60.0.3112,1875x1080,utf-8,Mac OS X,1920x1200,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,(direct),1531161752
Chrome,24-bit,223.135.85.228,1.8.3,f464c4f8-58e0-434b-a315-6293f8dd6a42,,61.0.3163,1963x1139,utf-8,Windows,2560x1600,ja,7503c60b-4f1e-4391-8692-5d822888f1cd,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,WarioWare Gold for Nintendo 3DS - Nintendo Game Details,"Learn more details about WarioWare Gold for Nintendo 3DS and take a look at 
gameplay screenshots and videos.",https://www.nintendo.com/games/detail/warioware-gold-3ds,WarioWare Gold for Nintendo 3DS - Nintendo Game Details,WarioWare Gold for Nintendo 3DS - Nintendo Game Details,https://www.google.com,1531825935
Chrome,24-bit,211.126.214.49,1.3.0,ec7a52bd-b09b-4443-acfb-ab967b47da91,10.11.6,60.0.3112,1920x943,utf-8,Mac OS X,1280x800,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,(direct),1531828327
Safari,24-bit,69.158.63.184,1.7.2,f4a61892-5e4a-41f3-f91f-7279165ed8a1,10.11.6,10.1.2,1280x648,utf-8,Mac OS X,1280x800,en-us,c726de5f-ecd2-45b5-a736-bf62bdfe8576,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/order-confirmation/,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.twitter.com,1531828263
Chrome,24-bit,210.130.205.27,1.3.0,83463a7a-5326-4e04-97d5-98b3cf54a605,,60.0.3112,1922x952,utf-8,Windows,1920x1080,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Sales & Deals - Nintendo Game Store,"Take a look at Nintendo game sales and deals offered on the Nintendo Game 
Store.",https://www.nintendo.com/games/sales-and-deals/,Nintendo Sales & Deals - Nintendo Game Store,Nintendo Sales & Deals - Nintendo Game Store,(direct),1531827146
Chrome,24-bit,221.241.204.35,1.3.0,ec7a52bd-b09b-4443-acfb-ab967b47da91,10.11.6,60.0.3112,1080x1783,utf-8,Mac OS X,1080x1920,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,(direct),1531827948
Chrome,24-bit,221.241.204.35,1.3.0,ec7a52bd-b09b-4443-acfb-ab967b47da91,10.11.6,60.0.3112,1080x1783,utf-8,Mac OS X,1080x1920,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,https://www.google.com,1531825707
Chrome,24-bit,212.116.72.249,1.7.2,83dd6564-0fa7-46ee-a1ca-8a6987895b54,10.12.6,60.0.3112,2552x1338,utf-8,Mac OS X,2560x1440,en-gb,c0a6bd6f-b333-429a-a053-984571c81451,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Switch� - Official site � Nintendo gaming system,"Find out about the Nintendo Switch� system, a gaming console you can play 
both at home and on-the-go. Watch videos, learn about the games, and buy 
your system.",https://www.nintendo.com/switch/,Nintendo Switch� - Official site � Nintendo gaming system,Nintendo Switch� - Official site � Nintendo gaming system,https://www.twitter.com,1531639615
Chrome,24-bit,124.35.41.90,1.3.0,e1fdc432-275a-413d-b778-554c01eb632a,10.12.4,60.0.3112,1440x871,utf-8,Mac OS X,1920x1080,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,amiibo by Nintendo - amiibo for Wii U and New Nintendo 3DS XL,"Have fun with your favorite Nintendo characters with amiibo�. Just tap 
amiibo accessories to the Nintendo Switch (no portal required!) and watch 
them come to life.",https://www.nintendo.com/amiibo/,amiibo by Nintendo - amiibo for Wii U and New Nintendo 3DS XL,amiibo by Nintendo - amiibo for Wii U and New Nintendo 3DS XL,(direct),1531641236
Chrome,24-bit,39.110.213.4,1.3.0,da61b7fa-da47-4d19-88b8-c6c7c3f2d2b4,10.12.6,60.0.3112,1222x1316,utf-8,Mac OS X,2560x1440,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,(direct),1531640051
Chrome Mobile,32-bit,72.193.129.187,1.7.2,4a0a3ef4-fb07-4e1b-8547-41099a0313b3,6.0.1,60.0.3112.107,360x616,utf-8,Android,360x640,en-us,e52f5bb1-8950-4022-8510-86b0159c31a0,Linux armv7l,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Minecraft: New Nintendo 3DS Edition for New Nintendo 3DS systems only - 
Nintendo Game Details","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/games/detail/minecraft-new-nintendo-3ds-edition,"Minecraft: New Nintendo 3DS Edition for New Nintendo 3DS systems only - 
Nintendo Game Details","Minecraft: New Nintendo 3DS Edition for New Nintendo 3DS systems only - 
Nintendo Game Details",https://www.facebook.com,1531640632
Mobile Safari,32-bit,66.102.6.148,1.7.2,00000000-0000-4000-8000-000000000000,10.3.1,10.1,320x568,utf-8,iOS,320x568,en-us,09025ff0-138f-4ad4-9475-91b76a555057,iPhone,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Accessories - Nintendo Switch - Peripherals List,"Check out featured accessories for Nintendo Switch, including cases, 
headphones, and more. Customize your system with these fun accessories!",https://www.nintendo.com/switch/buy-now/accessories/,Accessories - Nintendo Switch - Peripherals List,Accessories - Nintendo Switch - Peripherals List,https://googlead.doubleclick.net,1531641139
Chrome,24-bit,38.99.25.193,1.3.0,b30b55f4-284b-4447-9323-b87ca57a1330,,61.0.3163,1914x947,utf-8,Windows,1920x1080,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Country Selector - Official Site,"Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/countryselector,Nintendo Country Selector - Official Site,Nintendo Country Selector - Official Site,(direct),1531638128
Chrome,24-bit,98.207.201.42,1.7.2,a721e77b-af2d-49ea-9cda-a04dfb700442,10.12.6,60.0.3112,1680x953,utf-8,Mac OS X,1680x1050,en-us,72282481-a52e-4ff3-afab-e4ec6d732754,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/order-confirmation/,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",(direct),1531638870
Chrome,24-bit,52.69.164.97,1.3.0,924a6eaf-b894-4ab1-9c5b-08ed0d31ffbe,10.12.6,60.0.3112,1397x780,utf-8,Mac OS X,1440x900,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,https://www.google.com,1531641088
Chrome,24-bit,153.142.210.4,1.3.0,61b45e22-6a12-466f-92b5-4842b388bae2,10.12.0,60.0.3112,1345x758,utf-8,Mac OS X,1440x900,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,New Game Releases - Nintendo Game Store,"Take a look at upcoming video game releases for the Nintendo Switch, 
Nintendo 3DS, and Virtual Console.",https://www.nintendo.com/games/coming-soon/,New Game Releases - Nintendo Game Store,New Game Releases - Nintendo Game Store,(direct),1533489212
Chrome,24-bit,61.121.123.16,1.7.2,bf232b52-8940-486c-818a-0ee5a353b4cb,,60.0.3112,1920x960,utf-8,Windows 7,1920x1080,ja,db2af63d-235d-42bb-a5a1-82e727242e5b,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/order-confirmation/,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",(direct),1533488943
Chrome,24-bit,125.63.43.100,1.3.0,afce9dbe-a92e-4593-e3ca-81781494cb5b,,60.0.3112,1366x662,utf-8,Windows 7,1366x768,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Pok�mon Direct 2.27.2019,"Nintendo Direct is the online home for official and exclusive Nintendo 
news�broadcast directly to you, the player.",https://www.nintendo.com/nintendo-direct/,Pok�mon Direct 2.27.2019,Pok�mon Direct 2.27.2019,(direct),1533490970
Chrome,24-bit,38.122.222.210,1.7.2,44edf5b6-da3b-4306-80ef-e270e180aeb2,,60.0.3112,1920x950,utf-8,Windows 7,1920x1080,en-us,83888374-ce6e-4aa4-9ce6-85c487791260,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/order-confirmation/,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.google.com,1533490541
Chrome,32-bit,74.87.138.126,1.7.2,c5c03283-2f2c-47a7-95f9-5e06e767525a,5,37.0.0,666x1016,utf-8,Android,600x976,en-us,36d6b8e5-0345-4695-8de4-f6ac388aa274,Linux armv7l,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Overview � Nintendo 3DS� family of systems � Details and info,"Find out what the Nintendo 3DS family of systems can do. Explore games, 
included software, fun ways to connect, and more!",https://www.nintendo.com/3ds/overview,Overview � Nintendo 3DS� family of systems � Details and info,Overview � Nintendo 3DS� family of systems � Details and info,(none),1533491952
Chrome,24-bit,221.241.204.35,1.3.0,ec7a52bd-b09b-4443-acfb-ab967b47da91,10.11.6,60.0.3112,1080x1783,utf-8,Mac OS X,1080x1920,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,(direct),1533488792
Chrome,24-bit,122.218.103.18,1.8.3,cf964f9d-78f1-4089-a6c6-5ef1a7ec4eb6,,60.0.3112,1536x831,utf-8,Windows,1536x960,ja,3dba7391-70a2-4576-90cc-bad3ee5e211b,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Sitemap - Official Site,"Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/sitemap,Nintendo Sitemap - Official Site,Nintendo Sitemap - Official Site,(direct),1532815625
Chrome,24-bit,38.99.25.193,1.3.0,b30b55f4-284b-4447-9323-b87ca57a1330,,61.0.3163,1902x892,utf-8,Windows,1920x1080,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Country Selector - Official Site,"Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/countryselector,Nintendo Country Selector - Official Site,Nintendo Country Selector - Official Site,(direct),1532815231
Chrome,24-bit,61.120.24.104,1.3.0,52fc7852-ab89-47f4-f73c-0a74065c1b6f,,60.0.3112,1600x764,utf-8,Windows 7,1600x900,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Super Nintendo Entertainment System�: Super NES Classic Edition � Official 
site","The Super Nintendo Entertainment System�: Super NES Classic Edition has the 
original look and feel, only smaller, and pre-loaded with 21 
games�including the never-before-released Star Fox 2 game!",https://www.nintendo.com/super-nes-classic,"Super Nintendo Entertainment System�: Super NES Classic Edition � Official 
site","Super Nintendo Entertainment System�: Super NES Classic Edition � Official 
site",https://www.facebook.com,1532816186
Chrome,24-bit,122.212.152.106,1.3.0,6d604396-35ab-4a2e-9216-12da3035f48e,10.11.6,60.0.3112,1875x1080,utf-8,Mac OS X,1920x1200,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,New Game Releases - Nintendo Game Store,"Take a look at upcoming video game releases for the Nintendo Switch, 
Nintendo 3DS, and Virtual Console.",https://www.nintendo.com/games/coming-soon,New Game Releases - Nintendo Game Store,New Game Releases - Nintendo Game Store,(direct),1532815861
Chrome,24-bit,182.253.244.8,1.3.0,bd57c52a-ac12-4700-82ae-641e15adcca2,,54.0.2840,1518x708,utf-8,Linux,1366x768,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Sales & Deals - Nintendo Game Store,"Take a look at Nintendo game sales and deals offered on the Nintendo Game 
Store.",https://www.nintendo.com/games/sales-and-deals,Nintendo Sales & Deals - Nintendo Game Store,Nintendo Sales & Deals - Nintendo Game Store,https://www.google.com,1532817773
Chrome,24-bit,153.142.210.4,1.3.0,97097bc5-43df-485a-af7a-b0ff342791a4,10.11.4,60.0.3112,1419x805,utf-8,Mac OS X,1920x1080,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,King K. Rool amiibo Figure by Nintendo - Super Smash Bros. Series,Stay tuned for news about this amiibo figure's features�coming soon!,https://www.nintendo.com/amiibo/detail/king-k-rool-amiibo-super-smash-bros-series,King K. Rool amiibo Figure by Nintendo - Super Smash Bros. Series,King K. Rool amiibo Figure by Nintendo - Super Smash Bros. Series,(direct),1532816632
Chrome,24-bit,184.105.135.193,1.3.0,bb9f0790-7908-4aa0-c813-5a32bb47a667,,60.0.3112,1262x717,utf-8,Linux,1920x1080,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Sales & Deals - Nintendo Game Store,"Take a look at Nintendo game sales and deals offered on the Nintendo Game 
Store.",https://www.nintendo.com/games/sales-and-deals/,Nintendo Sales & Deals - Nintendo Game Store,Nintendo Sales & Deals - Nintendo Game Store,https://www.google.com,1532817263
Firefox,24-bit,114.221.124.209,1.7.2,7a937f8e-27df-4778-a653-17317233cac1,,55,1920x916,utf-8,Windows,1920x1080,zh-cn,adb3590b-b015-4956-92ab-eab854139b0a,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Switch� - Official site � Nintendo gaming system,"Find out about the Nintendo Switch� system, a gaming console you can play 
both at home and on-the-go. Watch videos, learn about the games, and buy 
your system.",https://www.nintendo.com/switch/,Nintendo Switch� - Official site � Nintendo gaming system,Nintendo Switch� - Official site � Nintendo gaming system,https://googlead.doubleclick.net,1532818777
Chrome,24-bit,71.184.135.120,1.7.2,bdf5dc5a-6174-4c18-9940-af83f34648b0,,58.0.3029,1280x958,utf-8,Linux,1280x1024,en-us,6bb7677d-de58-4ea4-ad86-df85929b9281,Linux x86_64,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/order-confirmation/,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",(direct),1532816860
Chrome,24-bit,38.99.25.193,1.3.0,ea72378b-ad55-4cb0-b745-7234ddb0b5fb,,60.0.3112,1920x950,utf-8,Windows,1920x1080,en-us,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Sales & Deals - Nintendo Game Store,"Take a look at Nintendo game sales and deals offered on the Nintendo Game 
Store.",https://www.nintendo.com/games/sales-and-deals,Nintendo Sales & Deals - Nintendo Game Store,Nintendo Sales & Deals - Nintendo Game Store,(direct),1532815249
Opera,24-bit,188.166.6.200,1.7.2,84f5892a-af7a-42ef-abac-7cf5d74434dc,,47.0.2631,1920x979,utf-8,Windows,1920x1080,en-us,08f5768f-b2fd-4303-ac3c-d2ec0ae8f716,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,King K. Rool amiibo Figure by Nintendo - Super Smash Bros. Series,Stay tuned for news about this amiibo figure's features�coming soon!,https://www.nintendo.com/amiibo/detail/king-k-rool-amiibo-super-smash-bros-series,King K. Rool amiibo Figure by Nintendo - Super Smash Bros. Series,King K. Rool amiibo Figure by Nintendo - Super Smash Bros. Series,https://googlead.doubleclick.net,1532038783
Chrome,24-bit,209.117.66.2,1.7.2,30fe65c3-e07b-46e7-88c0-132caa52e789,,59.0.3071,1280x662,utf-8,Windows 7,1280x768,en-us,851355d6-a151-4d84-ae64-89fafc6f9619,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo Switch� - Official site � Nintendo gaming system,"Find out about the Nintendo Switch� system, a gaming console you can play 
both at home and on-the-go. Watch videos, learn about the games, and buy 
your system.",https://www.nintendo.com/switch/,Nintendo Switch� - Official site � Nintendo gaming system,Nintendo Switch� - Official site � Nintendo gaming system,(direct),1532039399
Chrome,24-bit,67.164.99.248,1.7.2,abb1654a-654f-4aee-ad55-8d0f3b96b1bf,,60.0.3112,1920x984,utf-8,Windows,1920x1080,en-us,95605dc1-439b-4670-9be6-6fb332f150fd,Win32,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Nintendo.com interest-based ads policy,Nintendo.com interest-based ads policy,https://www.nintendo.com/interest-based-ads-policy,Nintendo.com interest-based ads policy,Nintendo.com interest-based ads policy,https://www.google.com,1532040424
Opera,24-bit,52.69.164.97,1.7.2,a278fb72-7462-4c48-b504-909fb663339a,10.12.6,47.0.2631,1920x947,utf-8,Mac OS X,1920x1080,en-us,553e8522-f3eb-4f31-8b66-6b9b17e87514,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Pok�mon Direct 2.27.2019,"Nintendo Direct is the online home for official and exclusive Nintendo 
news�broadcast directly to you, the player.",https://www.nintendo.com/nintendo-direct/,Pok�mon Direct 2.27.2019,Pok�mon Direct 2.27.2019,https://www.facebook.com,1532041083
Chrome,24-bit,38.140.133.130,1.7.2,2ab32ce2-5ccd-427a-b03d-248acd480250,10.11.6,60.0.3112,1669x918,utf-8,Mac OS X,2560x1440,en-us,71c9683e-ae15-4392-a075-d3160085cd28,MacIntel,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Pok�mon Direct 2.27.2019,"Nintendo Direct is the online home for official and exclusive Nintendo 
news�broadcast directly to you, the player.",https://www.nintendo.com/nintendo-direct/,Pok�mon Direct 2.27.2019,Pok�mon Direct 2.27.2019,https://googlead.doubleclick.net,1532038432
Chrome,24-bit,118.238.253.155,1.3.0,a0b252e9-933f-4f5a-a2ca-f159146dd9ad,10.12.6,60.0.3112,1567x864,utf-8,Mac OS X,1680x1050,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",https://www.nintendo.com/checkout/,"Nintendo - Official Site - Video Game Consoles, Games","Nintendo - Official Site - Video Game Consoles, Games",(direct),1532039523
Chrome,24-bit,153.142.210.4,1.3.0,97097bc5-43df-485a-af7a-b0ff342791a4,10.11.4,60.0.3112,1512x772,utf-8,Mac OS X,1920x1080,ja,,,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:52.0) Gecko/20100101 Firefox/52.0,,Game Guide - Nintendo Game Store,"Search for games for Nintendo 3DS and Nintendo 2DS, Wii U, and Wii 
consoles, and find out where to purchase. Filter by age range, genre, 
character, and more.",https://www.nintendo.com/games/game-guide,Game Guide - Nintendo Game Store,Game Guide - Nintendo Game Store,https://www.google.com,1532040738
